F_DISA_NM,F_AVR_HGT,F_AREA,ADM_CD,F_SAT_YMD,F_END_YMD,F_SAT_TM,F_END_TM,F_RSN_DTL,F_ZONE_NM,INV_YR,F_YR,GU_NAM,F_SHIM,geometry
2020년 8.22~8.31 호우,16.65,116.0,1174010800,20200822,20200831,14,20,침수,강동구 성내동 87-7,2020,2020,강동구,0.5,"POLYGON ((966671.935369242 1948533.5969377127, 966683.528898413 1948530.948473143, 966681.2547860596 1948521.3342037464, 966669.387199559 1948523.9521330819, 966670.9388015257 1948529.4578028906, 966671.935369242 1948533.5969377127))"
2020년 8.22~8.31 호우,22.55,1067.3,1174010100,20200822,20200831,14,20,침수,강동구 명일동 344-15,2020,2020,강동구,0.3,"POLYGON ((968555.6151819752 1949782.0681553753, 968587.531937125 1949778.1103895998, 968587.4170536654 1949777.181355671, 968583.8447912892 1949748.2154251086, 968551.1863497935 1949746.1454380376, 968554.7795791555 1949775.295187846, 968555.6151819752 1949782.0681553753))"
2020년 8.22~8.31 호우,21.34,214.9,1174010100,20200822,20200831,16,22,침수,강동구 명일동 352-2,2020,2020,강동구,0.5,"POLYGON ((968522.0473522784 1949626.38696588, 968536.5026365435 1949622.018974921, 968538.6493642953 1949621.3688387235, 968535.0478685162 1949609.513491887, 968518.4648326479 1949614.528519394, 968521.7878943473 1949625.5276718843, 968522.0473522784 1949626.38696588))"
2020년 8.22~8.31 호우,21.34,180.6,1174010100,20200822,20200831,9,20,침수,강동구 명일동 352-12,2020,2020,강동구,0.5,"POLYGON ((968527.5783878346 1949637.352420543, 968540.014663633 1949633.5909050286, 968536.5026365435 1949622.018974921, 968522.0473522784 1949626.38696588, 968524.9338904603 1949635.9359902493, 968527.5783878346 1949637.352420543))"
2020년 8.22~8.31 호우,21.52,181.0,1174010100,20200822,20200831,16,22,침수,강동구 명일동 352-10,2020,2020,강동구,0.5,"POLYGON ((968530.6612171745 1949654.8893370118, 968543.7412097052 1949650.9324821078, 968540.217177565 1949639.924399307, 968537.5407516932 1949638.5191340991, 968528.7382158341 1949641.1748015492, 968527.3168087356 1949643.8233236207, 968530.6612171745 1949654.8893370118))"
2020년 8.22~8.31 호우,21.52,334.3,1174010100,20200822,20200831,16,22,침수,강동구 명일동 352-15,2020,2020,강동구,0.5,"POLYGON ((968567.0059003215 1949668.0185298487, 968563.8254993318 1949657.5314247978, 968562.599537466 1949653.4904786372, 968558.8840206517 1949641.2458864315, 968546.2880760159 1949645.058229312, 968550.0275406508 1949657.2946977727, 968552.5381454229 1949665.5092280216, 968554.7464872359 1949667.241850088, 968567.0059003215 1949668.0185298487))"
2020년 8.22~8.31 호우,20.74,235.4,1174010500,20200822,20200831,14,20,침수,강동구 길동 321-1,2020,2020,강동구,0.3,"POLYGON ((968501.6623477906 1949558.9199837246, 968506.083197675 1949561.2856285826, 968514.3477720629 1949558.7867548347, 968508.6183261434 1949539.8104272035, 968496.9505294863 1949543.3409544686, 968501.6623477906 1949558.9199837246))"
2020년 8.22~8.31 호우,20.94,218.1,1174010500,20200822,20200831,14,20,침수,강동구 길동 321-3,2020,2020,강동구,0.5,"POLYGON ((968491.8459757494 1949526.463506433, 968504.7183783072 1949522.5687303406, 968500.027917649 1949507.0585612378, 968487.1555202589 1949510.9543367228, 968491.8459757494 1949526.463506433))"
2020년 8.22~8.31 호우,20.94,188.4,1174010500,20200822,20200831,14,20,침수,강동구 길동 321-19,2020,2020,강동구,0.5,"POLYGON ((968508.6183261434 1949539.8104272035, 968509.2660360953 1949539.614067323, 968505.0244169842 1949525.6149377893, 968492.714881296 1949529.3367950276, 968495.7306132577 1949539.308972359, 968496.9505294863 1949543.3409544686, 968508.6183261434 1949539.8104272035))"
2020년 8.22~8.31 호우,20.94,221.3,1174010500,20200822,20200831,14,20,침수,강동구 길동 321-16,2020,2020,강동구,0.5,"POLYGON ((968499.2408300261 1949504.156849624, 968494.5117387648 1949488.5249319545, 968481.5564866833 1949492.4421384104, 968486.2866200624 1949508.082047682, 968499.2408300261 1949504.156849624))"
2020년 8.22~8.31 호우,20.48,146.4,1174010900,20200822,20200831,15,21,침수,강동구 천호동 43-74,2020,2020,강동구,0.3,"POLYGON ((968347.1183523646 1949517.0057264215, 968344.4146594745 1949508.3833745087, 968340.003963813 1949506.047663644, 968331.8012509171 1949508.5252174803, 968335.4826993935 1949520.5660720963, 968347.1183523646 1949517.0057264215))"
2020년 8.22~8.31 호우,20.68,154.9,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-73,2020,2020,강동구,0.5,"POLYGON ((968350.9324089889 1949529.1708298128, 968347.1183523646 1949517.0057264215, 968335.4826993935 1949520.5660720963, 968339.1651741029 1949532.61191925, 968350.9324089889 1949529.1708298128))"
2020년 8.22~8.31 호우,20.68,154.1,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-70,2020,2020,강동구,0.5,"POLYGON ((968342.827392205 1949544.6078928863, 968354.6691668737 1949541.085439191, 968350.9324089889 1949529.1708298128, 968339.1651741029 1949532.61191925, 968342.827392205 1949544.6078928863))"
2020년 8.22~8.31 호우,20.46,2688.6,1174010900,20200822,20200831,15,21,침수,강동구 천호동 46-5,2020,2020,강동구,0.3,"POLYGON ((968273.2642845953 1949517.8730921892, 968295.6577824687 1949511.101922034, 968337.6243861583 1949498.413213568, 968339.9900318803 1949493.9923633204, 968334.7346720828 1949476.574919168, 968334.4345046777 1949475.5788933334, 968329.6117180025 1949459.6205948896, 968325.1908675302 1949457.2549490933, 968295.4200391128 1949466.258387878, 968277.0764957045 1949471.805547056, 968282.9268800105 1949491.1560948808, 968273.6243794832 1949493.9713520783, 968266.7500514424 1949496.0520129467, 968273.2642845953 1949517.8730921892))"
2020년 8.22~8.31 호우,25.15,165.0,1174010100,20200822,20200831,14,20,기타,강동구 명일동 335-10,2020,2020,강동구,0.1,"POLYGON ((968560.1691892786 1949959.0560460887, 968571.2377360332 1949957.697858233, 968569.4423299879 1949943.1629622125, 968558.1659748451 1949944.542244042, 968560.0163668835 1949957.947282395, 968560.1691892786 1949959.0560460887))"
2020년 8.22~8.31 호우,21.32,605.8,1174010100,20200822,20200831,14,20,침수,강동구 명일동 346-2,2020,2020,강동구,0.3,"POLYGON ((968512.5212165959 1949721.6399229043, 968534.6001847971 1949723.0432793961, 968536.3246170369 1949695.7226223012, 968534.3047175505 1949695.5953844474, 968514.2557083878 1949694.3312072204, 968512.5212165959 1949721.6399229043))"
2020년 8.22~8.31 호우,21.32,134.0,1174010100,20200822,20200831,9,21,침수,강동구 명일동 353-15,2020,2020,강동구,0.3,"POLYGON ((968512.4344389514 1949654.366209602, 968523.2429674424 1949651.1001368796, 968520.4967994894 1949642.0081925646, 968507.0026187337 1949646.0881969442, 968509.7487761676 1949655.1781422053, 968512.4344389514 1949654.366209602))"
2020년 8.22~8.31 호우,20.87,178.3,1174010100,20200822,20200831,14,20,기타,강동구 명일동 353-11,2020,2020,강동구,0.3,"POLYGON ((968493.4048686881 1949590.850521647, 968489.1712083388 1949576.8443526, 968477.5153748415 1949580.3688192803, 968481.7380716269 1949594.3810443112, 968493.4048686881 1949590.850521647))"
2020년 8.22~8.31 호우,20.94,155.6,1174010500,20200822,20200831,14,20,침수,강동구 길동 320-13,2020,2020,강동구,0.5,"POLYGON ((968485.0870175515 1949524.8509728736, 968482.6664953757 1949516.8468830949, 968464.8718657187 1949522.2281945413, 968467.2933928745 1949530.2332787507, 968485.0870175515 1949524.8509728736))"
2020년 8.22~8.31 호우,20.79,225.0,1174010900,20200822,20200831,14,20,침수,강동구 천호동 45-4,2020,2020,강동구,0.5,"POLYGON ((968336.0991872381 1949460.366901448, 968357.3738571523 1949453.9245408047, 968354.4496413213 1949444.2447641366, 968333.1739610867 1949450.6851306998, 968336.0991872381 1949460.366901448))"
2020년 8.22~8.31 호우,20.48,317.7,1174010900,20200822,20200831,15,21,침수,강동구 천호동 45-1,2020,2020,강동구,0.3,"POLYGON ((968350.1495065632 1949494.628236946, 968368.0339372598 1949489.215461161, 968363.8236022585 1949475.2721419225, 968342.5469228674 1949481.7125144324, 968345.7286031056 1949492.2525954882, 968350.1495065632 1949494.628236946))"
2020년 8.22~8.31 호우,20.87,836.1,1174010500,20200822,20200831,14,20,기타,강동구 길동 320-1,2020,2020,강동구,0.3,"POLYGON ((968449.5655471784 1949578.37882203, 968493.548136771 1949565.0806543296, 968495.8444995402 1949560.790122093, 968495.9137817805 1949560.6598046662, 968495.8415391312 1949560.4202797716, 968492.0179418285 1949547.7754131926, 968481.1485437081 1949551.0617998538, 968470.6194698112 1949554.2454210543, 968444.6450977266 1949562.1001670551, 968449.5655471784 1949578.37882203))"
2020년 8.22~8.31 호우,21.58,165.3,1174010500,20200822,20200831,14,20,침수,강동구 길동 335-7,2020,2020,강동구,0.5,"POLYGON ((968460.7676772831 1949444.4018351198, 968456.9989494794 1949431.924612225, 968444.8700361807 1949435.5885326997, 968448.6437938242 1949448.0717267732, 968460.7676772831 1949444.4018351198))"
2020년 8.22~8.31 호우,23.9,172.8,1174010100,20200822,20200831,14,20,침수,강동구 명일동 339-7,2020,2020,강동구,0.5,"POLYGON ((968788.5436158336 1949929.5818088627, 968786.8192915535 1949915.4443864955, 968785.8413415722 1949915.5715248103, 968774.6901760153 1949916.995124964, 968776.0430429991 1949928.56850285, 968777.8350822848 1949930.9680757492, 968788.5436158336 1949929.5818088627))"
2020년 8.22~8.31 호우,22.46,482.6,1174010100,20200822,20200831,14,20,침수,강동구 명일동 343-4,2020,2020,강동구,0.3,"POLYGON ((968651.3227904195 1949779.9741034063, 968663.2922210944 1949780.733326314, 968665.2377490507 1949749.8648628613, 968649.6784935633 1949748.8787668874, 968647.7329708465 1949779.7482304443, 968651.3227904195 1949779.9741034063))"
2020년 8.22~8.31 호우,35.95,185.1,1174010200,20200822,20200831,15,21,기타,강동구 고덕동 294-3,2020,2020,강동구,0.3,"POLYGON ((969814.6997113265 1951320.9128453434, 969826.9737515874 1951320.6808131456, 969827.173653037 1951320.6767541075, 969826.3554716741 1951305.8817959488, 969813.8714704659 1951306.1059449578, 969814.6997113265 1951320.9128453434))"
2020년 8.22~8.31 호우,28.65,227.0,1174010200,20200822,20200831,14,20,침수,강동구 고덕동 504,2020,2020,강동구,0.3,"POLYGON ((969464.5209936823 1951261.8135158888, 969472.7158639552 1951266.9070766768, 969482.3327232256 1951252.1227449407, 969481.9817014323 1951251.9046912487, 969470.9425710993 1951245.0478995023, 969463.6248991602 1951256.830188427, 969464.5209936823 1951261.8135158888))"
2020년 8.22~8.31 호우,22.08,178.5,1174010100,20200822,20200831,16,22,침수,강동구 명일동 351-16,2020,2020,강동구,0.3,"POLYGON ((968609.6338080957 1949574.0882821379, 968606.4668203308 1949564.0569311152, 968606.1912736794 1949563.1797293888, 968602.3688555646 1949564.3325597967, 968591.259907424 1949567.6861909812, 968594.715425997 1949578.5926758156, 968609.6338080957 1949574.0882821379))"
2020년 8.22~8.31 호우,21.15,109.0,1174010600,20200822,20200831,14,20,침수,강동구 둔촌동 70-48,2020,2020,강동구,0.5,"POLYGON ((968238.3673637934 1947910.092701802, 968246.5551039557 1947907.6182400857, 968243.1336898938 1947897.8621227643, 968231.6368658602 1947901.9675033386, 968231.7002425662 1947902.0431383054, 968238.3673637934 1947910.092701802))"
2020년 8.22~8.31 호우,22.46,194.6,1174010100,20200822,20200831,14,20,기타,강동구 명일동 343-1,2020,2020,강동구,0.3,"POLYGON ((968649.818202425 1949803.5100446972, 968650.5937079772 1949791.4065797757, 968633.8816038681 1949790.3656202415, 968633.6204143219 1949798.98369596, 968637.0088472869 1949802.7042948992, 968649.818202425 1949803.5100446972))"
2020년 8.22~8.31 호우,20.07,251.6,1174010600,20200822,20200831,14,20,침수,강동구 둔촌동 511-8,2020,2020,강동구,0.5,"POLYGON ((968125.3459927592 1947800.1860821543, 968125.1761578965 1947794.1692899158, 968125.1613021232 1947793.6295756493, 968123.5050243924 1947790.439580235, 968118.6495497879 1947789.0558536928, 968114.3979968851 1947786.5693481378, 968112.5269483217 1947784.3501190897, 968095.0658990059 1947789.6796506464, 968095.9337628782 1947792.5459503129, 968108.5516911936 1947788.7295158089, 968113.1302632396 1947803.880431173, 968125.3459927592 1947800.1860821543))"
2020년 8.22~8.31 호우,27.51,189.6,1174010200,20200822,20200831,16,22,침수,강동구 고덕동 142-6,2020,2020,강동구,0.5,"POLYGON ((970581.8518817433 1951493.9398013283, 970594.0404630504 1951492.6746194186, 970592.3582803019 1951477.2515004834, 970580.2406907579 1951478.5203041232, 970581.8518817433 1951493.9398013283))"
2020년 8.22~8.31 호우,22.95,251.0,1174010100,20200822,20200831,14,20,침수,강동구 명일동 339-21,2020,2020,강동구,0.3,"POLYGON ((968747.5107708611 1949900.8105051646, 968768.1528400006 1949897.982104165, 968766.8300551289 1949887.7460528077, 968749.6308727999 1949886.6546980115, 968746.211369767 1949890.271445954, 968747.5107708611 1949900.8105051646))"
2020년 8.22~8.31 호우,21.13,186.4,1174010500,20200822,20200831,5,20,침수,강동구 길동 322-8,2020,2020,강동구,0.3,"POLYGON ((968566.6968633885 1949507.2616676139, 968580.7399641552 1949503.0178171145, 968577.0282463445 1949490.7352190106, 968564.8973568825 1949494.4031487543, 968563.5651174424 1949496.9012553343, 968566.6968633885 1949507.2616676139))"
2020년 8.22~8.31 호우,30.38,146.6,1174010700,20200822,20200831,14,20,침수,강동구 암사동 486-45,2020,2020,강동구,0.5,"POLYGON ((967836.5909316782 1950148.4862138974, 967843.2030058637 1950139.5515645735, 967833.3026470138 1950131.9819800549, 967825.6039983017 1950140.918392329, 967833.9302673859 1950146.4720987892, 967836.5909316782 1950148.4862138974))"
2020년 8.22~8.31 호우,22.1,175.1,1174010500,20200822,20200831,14,20,기타,강동구 길동 236-5,2020,2020,강동구,0.5,"POLYGON ((968326.2181553136 1948404.3182876757, 968330.0542672895 1948391.7927528564, 968320.2442126446 1948389.186770246, 968316.9608524349 1948388.3155144404, 968313.4888501675 1948400.8881006844, 968326.2181553136 1948404.3182876757))"
2020년 8.22~8.31 호우,16.79,256.7,1174010700,20200822,20200831,15,21,침수,강동구 암사동 502-3,2020,2020,강동구,0.5,"POLYGON ((967056.7511187108 1950248.1676616925, 967056.4822871526 1950247.23744335, 967053.0607512969 1950235.390122308, 967034.5821245959 1950240.7271011772, 967038.315877344 1950253.580381702, 967056.7511187108 1950248.1676616925))"
2020년 8.22~8.31 호우,21.33,249.4,1174010500,20200822,20200831,5,20,침수,강동구 길동 321-11,2020,2020,강동구,0.5,"POLYGON ((968529.030866385 1949525.653374873, 968541.7545841599 1949521.8073687719, 968536.3244393815 1949503.8520621164, 968523.607723872 1949507.6990304901, 968529.030866385 1949525.653374873))"
2020년 8.22~8.31 호우,21.13,241.2,1174010500,20200822,20200831,15,21,침수,강동구 길동 321-18,2020,2020,강동구,0.3,"POLYGON ((968514.3232201741 1949558.7826612787, 968525.970072891 1949555.261241437, 968520.2336299407 1949536.2849511611, 968509.2414841474 1949539.6099737983, 968508.5937741979 1949539.8063336823, 968514.3232201741 1949558.7826612787))"
2020년 8.22~8.31 호우,23.46,158.5,1174010100,20200822,20200831,8,20,침수,강동구 명일동 339-17,2020,2020,강동구,0.5,"POLYGON ((968827.4155515133 1949913.5317941047, 968825.9720064086 1949901.823949472, 968812.5257154283 1949903.4346510929, 968814.1569075057 1949915.0895209434, 968827.4155515133 1949913.5317941047))"
2020년 8.22~8.31 호우,21.13,224.1,1174010500,20200822,20200831,14,20,침수,강동구 길동 322-4,2020,2020,강동구,0.3,"POLYGON ((968545.561913139 1949513.660303842, 968562.8764230197 1949508.4104888954, 968559.7426301759 1949498.0410908754, 968557.249558459 1949496.715822129, 968545.240427741 1949500.3471203253, 968542.8747825806 1949504.767969602, 968545.561913139 1949513.660303842))"
2020년 8.22~8.31 호우,24.14,562.6,1174010700,20200822,20200831,14,20,침수,강동구 암사동 450-13,2020,2020,강동구,0.3,"POLYGON ((967997.4749330541 1950779.3689799474, 968008.6708730101 1950779.4125681948, 968007.0822165046 1950757.1195422597, 968006.8348638526 1950753.6421875327, 967985.6542725443 1950753.8854578324, 967985.949107473 1950779.3231426242, 967997.4749330541 1950779.3689799474))"
2020년 8.22~8.31 호우,21.8,169.9,1174010700,20200822,20200831,15,21,기타,강동구 암사동 451-15,2020,2020,강동구,0.3,"POLYGON ((967942.4110433039 1950746.3827399083, 967953.8459628962 1950746.2511279185, 967953.5917614442 1950731.3032059646, 967942.3218217059 1950731.4429394405, 967942.4110433039 1950746.3827399083))"
2020년 8.22~8.31 호우,21.33,171.0,1174010500,20200822,20200831,6,19,침수,강동구 길동 322-7,2020,2020,강동구,0.5,"POLYGON ((968584.1087954247 1949514.165669399, 968580.7399641552 1949503.0178171145, 968566.6968633885 1949507.2616676139, 968570.0656894579 1949518.4085204666, 968584.1087954247 1949514.165669399))"
2020년 8.22~8.31 호우,27.65,182.0,1174010600,20200822,20200831,16,22,침수,강동구 둔촌동 610-2,2020,2020,강동구,0.5,"POLYGON ((968834.2138619093 1948488.001495035, 968830.6665228363 1948470.519022615, 968822.8105838682 1948474.1102992408, 968818.367334422 1948473.9299291251, 968812.5602041752 1948476.1248783998, 968810.6650315003 1948476.5207755496, 968833.2637536845 1948488.289422416, 968834.2138619093 1948488.001495035))"
2020년 8.22~8.31 호우,21.15,110.0,1174010600,20200822,20200831,16,22,침수,강동구 둔촌동 70-71,2020,2020,강동구,0.5,"POLYGON ((968240.6630891506 1947928.8793233235, 968237.8204286525 1947925.3427516536, 968231.9870768177 1947918.0644717913, 968226.568013569 1947919.5466348743, 968228.2658759858 1947924.9245699425, 968229.203061409 1947927.8564763593, 968230.6402012621 1947932.136215007, 968240.6630891506 1947928.8793233235))"
2020년 8.22~8.31 호우,28.48,154.8,1174010600,20200822,20200831,14,20,침수,강동구 둔촌동 446-18,2020,2020,강동구,0.5,"POLYGON ((968434.8384061266 1948151.0205508491, 968447.0823936441 1948149.0753773144, 968447.1423212588 1948149.0660631405, 968445.1478090058 1948138.6406400222, 968444.7675243218 1948136.673411441, 968432.5208063405 1948139.0464350788, 968434.3615693912 1948148.5650216066, 968434.8384061266 1948151.0205508491))"
2020년 8.22~8.31 호우,30.18,164.5,1174010700,20200822,20200831,14,20,기타,강동구 암사동 478-52,2020,2020,강동구,0.3,"POLYGON ((967857.0134078362 1950173.239400301, 967848.8485911809 1950161.1843290313, 967839.9209004064 1950172.6632864804, 967849.8564327809 1950180.456598209, 967857.0134078362 1950173.239400301))"
2020년 8.22~8.31 호우,17.57,96.0,1174010800,20200822,20200831,14,20,기타,강동구 성내동 46-10,2020,2020,강동구,0.5,"POLYGON ((966764.8464531681 1948652.8025089148, 966772.6057861199 1948649.6525664388, 966768.4858200529 1948639.9331265318, 966760.2468076849 1948643.863314499, 966764.8464531681 1948652.8025089148))"
2020년 8.22~8.31 호우,20.13,106.0,1174010800,20200822,20200831,9,15,침수,강동구 성내동 219-13,2020,2020,강동구,0.5,"POLYGON ((967309.362789139 1948230.8285210726, 967310.1538106782 1948229.9466642383, 967316.7662496947 1948222.5854196106, 967309.348755688 1948215.7333708613, 967302.1462354483 1948224.168333486, 967309.362789139 1948230.8285210726))"
2020년 8.22~8.31 호우,18.49,228.1,1174010700,20200822,20200831,16,22,침수,강동구 암사동 507-2,2020,2020,강동구,0.5,"POLYGON ((967144.0372732427 1950712.192201348, 967153.1875902652 1950706.3139071406, 967156.3496121113 1950704.2839090389, 967148.8203933346 1950692.5783278535, 967133.4000858605 1950703.09610985, 967144.0372732427 1950712.192201348))"
2020년 8.22~8.31 호우,19.79,125.0,1174010900,20200822,20200831,5,11,기타,강동구 천호동 115-26,2020,2020,강동구,0.5,"POLYGON ((967955.246959153 1949205.1154113642, 967947.9218875061 1949186.6593328083, 967940.8182678956 1949187.537668984, 967941.1280986464 1949193.7506445227, 967947.7984230355 1949200.3277486088, 967952.8280015914 1949206.645653406, 967955.246959153 1949205.1154113642))"
2020년 8.22~8.31 호우,24.71,112.0,1174010900,20200822,20200831,14,20,기타,강동구 천호동 136-5,2020,2020,강동구,0.5,"POLYGON ((967756.7050649723 1949277.340679844, 967761.2790707442 1949280.1233559279, 967765.3090686544 1949269.2891336333, 967755.6256077794 1949265.4859460024, 967754.6204239506 1949265.567245763, 967754.7915985739 1949276.9259866318, 967756.7050649723 1949277.340679844))"
2020년 8.22~8.31 호우,16.43,208.1,1174010800,20200822,20200831,16,22,침수,강동구 성내동 426-3,2020,2020,강동구,0.3,"POLYGON ((967546.0620801362 1947657.6219265894, 967556.6073964869 1947653.7275098108, 967551.4580732677 1947640.2799583445, 967549.7240503399 1947640.9049122666, 967540.0043489644 1947644.4091011959, 967537.9091315762 1947645.1599218769, 967543.1289559391 1947658.7070616109, 967546.0620801362 1947657.6219265894))"
2020년 8.22~8.31 호우,16.56,201.9,1174010800,20200822,20200831,15,21,침수,강동구 성내동 538-5,2020,2020,강동구,0.3,"POLYGON ((966723.6305713493 1947977.1401453682, 966717.1162673079 1947966.4287756137, 966712.2715756157 1947965.194933477, 966704.1079756113 1947969.963395659, 966712.4194588682 1947983.6670939245, 966723.6305713493 1947977.1401453682))"
2020년 8.22~8.31 호우,30.18,255.9,1174010700,20200822,20200831,9,15,기타,강동구 암사동 477-29,2020,2020,강동구,0.3,"POLYGON ((967859.3755457829 1950149.3050421197, 967862.3526299787 1950148.9703788063, 967873.600463471 1950140.890812312, 967866.3934582929 1950130.5659973694, 967853.7637075596 1950130.831888102, 967856.349955363 1950148.0325785682, 967859.3755457829 1950149.3050421197))"
2020년 8.22~8.31 호우,27.06,174.1,1174010700,20200822,20200831,15,21,침수,강동구 암사동 483-42,2020,2020,강동구,0.5,"POLYGON ((967519.3710515593 1950110.7143254625, 967528.8691178644 1950107.453193081, 967524.9448790564 1950094.8708254683, 967521.8006249329 1950095.7271757359, 967512.4371488288 1950095.715846877, 967516.7590674354 1950109.3976843262, 967519.3710515593 1950110.7143254625))"
2020년 8.22~8.31 호우,18.49,157.8,1174010700,20200822,20200831,14,20,침수,강동구 암사동 507-6,2020,2020,강동구,0.5,"POLYGON ((967156.3496121113 1950704.2839090389, 967168.750628123 1950696.3211673396, 967167.8770196186 1950693.3159511366, 967163.2535612731 1950696.2893412497, 967157.1958822771 1950686.865081182, 967148.8203933346 1950692.5783278535, 967156.3496121113 1950704.2839090389))"
2020년 8.22~8.31 호우,31.15,119.0,1174010900,20200822,20200831,14,20,침수,강동구 천호동 18-73,2020,2020,강동구,0.5,"POLYGON ((968160.6627304733 1950053.2827299917, 968171.6548223525 1950052.0209089601, 968170.965536587 1950046.07284639, 968170.395673594 1950041.1557549518, 968159.393622901 1950042.424625975, 968160.6627304733 1950053.2827299917))"
2020년 8.22~8.31 호우,20.66,161.9,1174010900,20200822,20200831,14,20,기타,강동구 천호동 43-36,2020,2020,강동구,0.5,"POLYGON ((968289.0440435663 1949561.6823688417, 968300.8843423068 1949558.0699570314, 968297.0630560166 1949545.484052921, 968285.2695384729 1949549.2471586536, 968289.0440435663 1949561.6823688417))"
2020년 8.22~8.31 호우,15.94,178.3,1174010800,20200822,20200831,15,21,침수,강동구 성내동 436-4,2020,2020,강동구,0.5,"POLYGON ((967368.1831604372 1947434.2924420529, 967369.0539956907 1947433.9469575845, 967364.5444753851 1947422.3942852118, 967351.2131944994 1947427.603966461, 967355.7591610191 1947439.2434125536, 967368.1831604372 1947434.2924420529))"
2020년 8.22~8.31 호우,19.72,129.8,1174010700,20200822,20200831,14,20,침수,강동구 암사동 490-3,2020,2020,강동구,0.5,"POLYGON ((967479.5675942732 1949991.6230423364, 967492.4755542183 1949987.6450986913, 967492.0003137264 1949986.0572272926, 967489.757299408 1949978.5400022294, 967476.6771503233 1949982.4698774884, 967479.5675942732 1949991.6230423364))"
2020년 8.22~8.31 호우,15.95,205.8,1174010800,20200822,20200831,15,21,침수,강동구 성내동 433-24,2020,2020,강동구,0.3,"POLYGON ((967433.474247952 1947605.1998940625, 967446.9703635337 1947599.971344046, 967442.7030860648 1947589.0481482567, 967418.0213425169 1947598.6323329462, 967419.1127383581 1947601.4264774246, 967430.3054056793 1947597.0788022256, 967433.474247952 1947605.1998940625))"
2020년 8.22~8.31 호우,24.36,141.0,1174010900,20200822,20200831,15,21,침수,강동구 천호동 207-30,2020,2020,강동구,0.3,"POLYGON ((967680.9409059078 1949183.7823224752, 967685.111038705 1949175.057548546, 967684.2598842619 1949172.3271082584, 967675.720586309 1949167.8830968663, 967671.2809034808 1949176.6732753096, 967670.3529968536 1949178.5094930404, 967680.9409059078 1949183.7823224752))"
2020년 8.22~8.31 호우,18.71,205.0,1174010900,20200822,20200831,14,20,침수,강동구 천호동 391-6,2020,2020,강동구,0.5,"POLYGON ((967309.6606514408 1949436.0028429886, 967319.3524260302 1949431.7570661842, 967326.0054200406 1949428.8418967985, 967320.0214146286 1949420.1129732959, 967318.3200496559 1949418.6015748987, 967305.7175478201 1949422.6888494983, 967309.6606514408 1949436.0028429886))"
2020년 8.22~8.31 호우,21.38,155.9,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-66,2020,2020,강동구,0.5,"POLYGON ((968362.1801870939 1949565.114157292, 968358.4556200388 1949553.2364693044, 968346.5056779439 1949556.7195119858, 968350.1576355092 1949568.6655589843, 968362.1801870939 1949565.114157292))"
2020년 8.22~8.31 호우,20.14,166.1,1174010900,20200822,20200831,14,20,침수,강동구 천호동 46-26,2020,2020,강동구,0.5,"POLYGON ((968317.7687943213 1949453.2236350547, 968314.5792077798 1949442.7005889623, 968300.1329631817 1949447.07752683, 968303.3155156106 1949457.5936130495, 968317.7687943213 1949453.2236350547))"
2020년 8.22~8.31 호우,23.58,120.0,1174010900,20200822,20200831,16,22,침수,강동구 천호동 185-34,2020,2020,강동구,0.3,"POLYGON ((967699.2102699177 1949083.5348310082, 967713.5663825158 1949077.0501812946, 967708.738757833 1949064.5155843399, 967705.772029413 1949065.4839465749, 967702.1625475314 1949077.2006006055, 967699.3420629894 1949082.5625045043, 967699.2102699177 1949083.5348310082))"
2020년 8.22~8.31 호우,20.79,102.0,1174010900,20200822,20200831,10,16,침수,강동구 천호동 110-53,2020,2020,강동구,0.5,"POLYGON ((967903.5886548392 1949286.3652349473, 967914.3413643463 1949284.2590158568, 967912.6246445265 1949277.399749198, 967912.2341850572 1949275.7764421052, 967901.1075305414 1949278.0545784086, 967903.5886548392 1949286.3652349473))"
2020년 8.22~8.31 호우,31.11,150.0,1174010900,20200822,20200831,14,20,침수,강동구 천호동 397-94,2020,2020,강동구,0.5,"POLYGON ((967506.7134780894 1949288.7851107758, 967508.8710700996 1949288.4867823236, 967508.367838697 1949278.4133074535, 967519.4364593474 1949277.2550492377, 967519.4187511279 1949275.6117722418, 967518.706387063 1949265.8752775928, 967517.6128383427 1949266.070002589, 967515.1248154476 1949266.82890708, 967514.7894761034 1949266.740719284, 967505.4554077913 1949267.9397627136, 967506.7134780894 1949288.7851107758))"
2020년 8.22~8.31 호우,22.16,149.0,1174010900,20200822,20200831,14,20,기타,강동구 천호동 167-11,2020,2020,강동구,0.5,"POLYGON ((967660.8352200926 1949011.9277662544, 967664.8391845871 1949010.5130744798, 967667.1715060243 1949009.4221236762, 967669.8526126433 1949009.6358235572, 967670.1643375494 1949004.515131609, 967673.748513184 1948998.0186123806, 967674.4747475659 1948994.7210240252, 967657.5388131127 1949001.99605117, 967660.8352200926 1949011.9277662544))"
2020년 8.22~8.31 호우,20.48,157.6,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-69,2020,2020,강동구,0.3,"POLYGON ((968358.4556200388 1949553.2364693044, 968354.6446148469 1949541.081346125, 968342.8028401847 1949544.6037998507, 968346.5056779439 1949556.7195119858, 968358.4556200388 1949553.2364693044))"
